Feedback_ID,Customer_Name,Stock_ID,Item_Name,Category,Date,Rating,Feedback_Comment
33867.0,Sharma Solutions,4867.0,Khutti,Others,2024-10-02,3.0,Could be better
34019.0,Agarwal Furnishings,5019.0,Traditional Handle,Accessories,2024-10-02,5.0,Excellent quality product
33322.0,Sharma Build Mart,4322.0,Stainless Steel Knob,Others,2024-10-02,3.0,Nothing special
33437.0,Reddy Traders,4437.0,Ultra Modern Handle,Handles,2024-10-02,4.0,Great value for money
33276.0,Mehta Hardware,4276.0,Gold Plated Handle,Others,2024-10-02,4.0,Excellent quality product
33527.0,Singh Home Store,4527.0,Khutti,Accessories,2024-10-02,3.2778362450010525,Premium finish and look
30862.0,Agarwal Stores,1862.0,Sofa Leg,Knob,2024-10-02,5.0,Highly recommended
34108.0,Thakur Furnishings,5108.0,Main Door Handle,Accessories,2024-10-02,4.0,Excellent quality product
32754.0,Agarwal Build Mart,3754.0,Stainless Steel Knob,Others,2024-10-02,2.0,Stock never available
33101.0,Patel Traders,4101.0,Traditional Handle,Accessories,2024-10-02,2.0,Poor quality received; Stock delays frequent
31897.0,Patel Hardware,2897.0,Cross Knob,Accessories,2024-10-03,4.0,Excellent quality product
31898.0,Gupta Supplies,2898.0,Key Stand,Accessories,2024-10-03,5.0,Perfect for our needs
34731.0,Rao Distributors,5731.0,Brass Khutti,Knob,2024-10-03,1.0,Difficult to install
31956.0,Kumar Enterprises,2956.0,KH-1239,Accessories,2024-10-03,4.0,Highly recommended
33524.0,Sharma Traders,4524.0,Cross Knob,Others,2024-10-03,5.0,Premium finish and look
30135.0,Shah Hardware,1135.0,Tower Bolt Premium,Accessories,2024-10-03,1.0,Poor quality received; Need better stock management
31800.0,Joshi Hardware,2800.0,Decorative Kadi,Others,2024-10-03,4.0,Premium finish and look
30645.0,Joshi Hardware,1645.0,Key Stand,Knob,2024-10-03,5.0,Best in market
30660.0,Sharma Home Store,1660.0,Traditional Handle,Others,2024-10-03,4.0,Highly recommended
31847.0,Nair Enterprises,2847.0,Brass Khutti,Kadi,2024-10-03,5.0,Perfect for our needs
30663.0,Agarwal Hardware,1663.0,Gold Plated Handle,Knob,2024-10-03,4.0,Perfect for our needs
32072.0,Pillai Build Mart,3072.0,Brass Khutti,Kadi,2024-10-03,3.0,Nothing special
30486.0,Thakur Traders,1486.0,Decorative Kadi,Others,2024-10-03,4.0,Perfect for our needs
33801.0,Gupta Distributors,4801.0,Antique Handle,Accessories,2024-10-03,1.0,Stock never available; Stock availability issues
32652.0,Gupta Furnishings,3652.0,Economy Kadi,Knob,2024-10-03,4.0,Great value for money
31791.0,Thakur Traders,2791.0,Profile Handle,Accessories,2024-10-03,3.0,Could be better
32728.0,Shah Hardware,3728.0,Designer Knob,Knob,2024-10-03,3.0,Regular product
34097.0,Thakur Build Mart,5097.0,Ultra Modern Handle,Handles,2024-10-03,4.0,Customers love this product
32771.0,Sharma Enterprises,3771.0,Tower Bolt,Knob,2024-10-03,3.0,Nothing special
34274.0,Patel Build Mart,5274.0,Designer Knob,Accessories,2024-10-03,3.0,Meets basic requirements
32778.0,Gupta Traders,3778.0,Sofa Leg,Accessories,2024-10-03,3.0,Meets basic requirements
30333.0,Rao Solutions,1333.0,Tower Bolt,Handles,2024-10-03,3.0,Meets basic requirements
34062.0,Mehta Build Mart,5062.0,Antique Handle,Accessories,2024-10-03,3.0,Decent product
32792.0,Singh Home Store,3792.0,Kadi Deluxe,Others,2024-10-03,1.0,Poor quality received; Stock availability issues
32111.0,Nair Enterprises,3111.0,Key Stand,Kadi,2024-10-03,1.0,Poor quality received; Limited stock available
34330.0,Mehta Home Store,5330.0,Profile Handle,Kadi,2024-10-03,3.0,Meets basic requirements
32875.0,Nair Stores,3875.0,Main Door Handle,Handles,2024-10-03,1.0,Poor quality received
30365.0,Kumar Home Store,1365.0,Antique Handle,Kadi,2024-10-03,1.0,Not worth the price; Need better stock management
34392.0,Pillai Build Mart,5392.0,Antique Handle,Others,2024-10-03,4.0,Great value for money
32251.0,Reddy Solutions,3251.0,Tower Bolt,Kadi,2024-10-03,3.0,Nothing special
32223.0,Kumar Home Store,3223.0,Stainless Steel Knob,Knob,2024-10-03,4.0,Best in market
32221.0,Rao Hardware,3221.0,Khutti,Accessories,2024-10-03,2.0,Difficult to install
34430.0,Pillai Solutions,5430.0,Main Door Handle,Accessories,2024-10-03,3.0,Meets basic requirements
30725.0,Joshi Home Store,1725.0,Economy Kadi,Handles,2024-10-03,1.0,Stock never available; Stock availability issues
32861.0,Patel Solutions,3861.0,Economy Kadi,Kadi,2024-10-03,1.0,Too expensive; Limited stock available
32676.0,Joshi Supplies,3676.0,Ultra Modern Handle,Accessories,2024-10-03,2.0,Too expensive; Always out of stock
30679.0,Shah Supplies,1679.0,Key Stand,Accessories,2024-10-03,5.0,Perfect for our needs
34984.0,Kumar Build Mart,5984.0,Stainless Steel Knob,Others,2024-10-03,2.0,Many defects found; Stock delays frequent
30010.0,Rao Stores,1010.0,Khutti,Others,2024-10-03,4.0,Premium finish and look
31199.0,Sharma Solutions,2199.0,Tower Bolt Premium,Knob,2024-10-03,2.0,Packaging needs improvement; Limited stock available
30006.0,Sharma Traders,1006.0,Traditional Handle,Accessories,2024-10-03,3.2778362450010525,Premium finish and look
34885.0,Joshi Solutions,5885.0,Tower Bolt Premium,Kadi,2024-10-03,5.0,Great value for money
31734.0,Rao Furnishings,2734.0,Main Door Handle,Handles,2024-10-03,4.0,Best in market
34763.0,Rao Hardware,5763.0,Economy Kadi,Others,2024-10-04,1.0,Packaging needs improvement; Stock delays frequent
33026.0,Patel Build Mart,4026.0,Main Door Handle,Knob,2024-10-04,4.0,Very satisfied with the durability
32995.0,Reddy Distributors,3995.0,Profile Handle,Accessories,2024-10-04,3.0,Standard quality
34962.0,Reddy Hardware,5962.0,Antique Handle,Accessories,2024-10-04,5.0,Excellent quality product
30763.0,Nair Home Store,1763.0,Cross Knob,Kadi,2024-10-04,1.0,Many defects found; Stock delays frequent
32896.0,Rao Enterprises,3896.0,Key Stand,Accessories,2024-10-04,3.0,Meets basic requirements
31981.0,Shah Build Mart,2981.0,Antique Handle,Kadi,2024-10-04,5.0,Customers love this product
32003.0,Shah Build Mart,3003.0,Sofa Leg,Kadi,2024-10-04,5.0,Highly recommended
30821.0,Pillai Distributors,1821.0,Kadi Deluxe,Handles,2024-10-04,4.0,Excellent quality product
32766.0,Rao Enterprises,3766.0,Khutti,Handles,2024-10-04,5.0,Customers love this product
34104.0,Patel Traders,5104.0,Designer Knob,Handles,2024-10-04,4.0,Best in market
30849.0,Shah Enterprises,1849.0,KH-1239,Kadi,2024-10-04,3.0,Could be better
32618.0,Rao Hardware,3618.0,Antique Handle,Handles,2024-10-04,3.0,Regular product
32104.0,Joshi Stores,3104.0,Designer Knob,Handles,2024-10-04,1.0,Many defects found
34202.0,Kumar Traders,5202.0,Economy Kadi,Others,2024-10-04,4.0,Very satisfied with the durability
31240.0,Joshi Home Store,2240.0,Antique Handle,Kadi,2024-10-04,2.0,Not worth the price
31267.0,Patel Solutions,2267.0,Tower Bolt,Handles,2024-10-04,3.2778362450010525,Premium finish and look
32215.0,Agarwal Stores,3215.0,KH-1239,Knob,2024-10-04,3.0,Nothing special
32349.0,Verma Traders,3349.0,Stainless Steel Knob,Knob,2024-10-04,5.0,Customers love this product
32343.0,Kumar Stores,3343.0,Main Door Handle,Accessories,2024-10-04,5.0,Highly recommended
32340.0,Kumar Traders,3340.0,Profile Handle,Knob,2024-10-04,2.0,Delivery takes too long
30228.0,Nair Furnishings,1228.0,Khutti,Kadi,2024-10-04,3.0,Decent product
30172.0,Mehta Furnishings,1172.0,Tower Bolt Premium,Others,2024-10-04,5.0,Great value for money
30665.0,Shah Traders,1665.0,Khutti,Handles,2024-10-04,2.0,Delivery takes too long
30788.0,Sharma Distributors,1788.0,Sofa Leg,Others,2024-10-04,3.0,Could be better
31435.0,Mehta Solutions,2435.0,Designer Knob,Knob,2024-10-04,1.0,Stock never available
31821.0,Thakur Solutions,2821.0,Stainless Steel Knob,Knob,2024-10-04,4.0,Perfect for our needs
33468.0,Shah Furnishings,4468.0,Sofa Leg,Others,2024-10-04,4.0,Customers love this product
33397.0,Rao Enterprises,4397.0,Tower Bolt,Accessories,2024-10-04,2.0,Not worth the price
30539.0,Singh Enterprises,1539.0,Tower Bolt,Handles,2024-10-04,5.0,Excellent quality product
34727.0,Thakur Supplies,5727.0,Main Door Handle,Handles,2024-10-04,2.0,Many defects found
30627.0,Singh Distributors,1627.0,Gold Plated Handle,Knob,2024-10-04,3.0,Average quality
33515.0,Mehta Build Mart,4515.0,Ultra Modern Handle,Accessories,2024-10-04,5.0,Excellent quality product
30617.0,Gupta Distributors,1617.0,KH-1239,Knob,2024-10-04,2.0,Too expensive; Irregular supply
33634.0,Reddy Solutions,4634.0,Profile Handle,Knob,2024-10-04,4.0,Excellent quality product
34918.0,Shah Supplies,5918.0,Stainless Steel Knob,Others,2024-10-05,3.2778362450010525,Premium finish and look
32259.0,Reddy Supplies,3259.0,Profile Handle,Others,2024-10-05,1.0,Packaging needs improvement
33488.0,Gupta Hardware,4488.0,Tower Bolt,Handles,2024-10-05,3.0,Nothing special
32277.0,Sharma Home Store,3277.0,Tower Bolt Premium,Accessories,2024-10-05,2.0,Not worth the price; Stock availability issues
31350.0,Patel Enterprises,2350.0,Main Door Handle,Others,2024-10-05,5.0,Customers love this product
32070.0,Rao Build Mart,3070.0,Economy Kadi,Handles,2024-10-05,3.0,Nothing special
34127.0,Rao Home Store,5127.0,Key Stand,Handles,2024-10-05,4.0,Premium finish and look
31026.0,Nair Traders,2026.0,Key Stand,Handles,2024-10-05,3.0,Decent product
31783.0,Rao Enterprises,2783.0,Gold Plated Handle,Accessories,2024-10-05,4.0,Great value for money
31756.0,Agarwal Build Mart,2756.0,Tower Bolt,Handles,2024-10-05,3.2778362450010525,Premium finish and look
32365.0,Joshi Distributors,3365.0,Decorative Kadi,Others,2024-10-05,2.0,Difficult to install
32615.0,Nair Furnishings,3615.0,Tower Bolt Premium,Accessories,2024-10-05,1.0,Many defects found
32094.0,Pillai Solutions,3094.0,Ultra Modern Handle,Knob,2024-10-05,3.2778362450010525,Premium finish and look
31370.0,Sharma Supplies,2370.0,Traditional Handle,Kadi,2024-10-05,4.0,Best in market
31209.0,Singh Furnishings,2209.0,Stainless Steel Knob,Kadi,2024-10-05,3.0,Meets basic requirements
34203.0,Rao Distributors,5203.0,Antique Handle,Handles,2024-10-05,1.0,Not worth the price; Limited stock available
30112.0,Kumar Home Store,1112.0,Kadi Deluxe,Accessories,2024-10-05,4.0,Perfect for our needs
31053.0,Pillai Build Mart,2053.0,Tower Bolt Premium,Knob,2024-10-05,1.0,Not worth the price; Always out of stock
32522.0,Nair Build Mart,3522.0,Traditional Handle,Handles,2024-10-05,3.0,Standard quality
32515.0,Reddy Traders,3515.0,Tower Bolt,Others,2024-10-05,2.0,Not worth the price; Always out of stock
32498.0,Mehta Home Store,3498.0,Profile Handle,Others,2024-10-05,5.0,Very satisfied with the durability
34864.0,Joshi Furnishings,5864.0,Gold Plated Handle,Accessories,2024-10-05,3.0,Could be better
33474.0,Joshi Home Store,4474.0,Kadi Deluxe,Handles,2024-10-05,4.0,Excellent quality product
31622.0,Thakur Traders,2622.0,Stainless Steel Knob,Knob,2024-10-05,4.0,Highly recommended
31706.0,Verma Enterprises,2706.0,Cross Knob,Handles,2024-10-05,4.0,Customers love this product
31158.0,Thakur Stores,2158.0,Khutti,Kadi,2024-10-05,4.0,Best in market
33903.0,Nair Enterprises,4903.0,Khutti,Accessories,2024-10-05,5.0,Customers love this product
33054.0,Sharma Furnishings,4054.0,Tower Bolt Premium,Others,2024-10-05,5.0,Great value for money
31965.0,Shah Supplies,2965.0,Key Stand,Accessories,2024-10-05,2.0,Poor quality received
32986.0,Pillai Supplies,3986.0,KH-1239,Accessories,2024-10-05,4.0,Customers love this product
32846.0,Nair Build Mart,3846.0,Sofa Leg,Others,2024-10-05,3.0,Standard quality
31618.0,Verma Solutions,2618.0,Stainless Steel Knob,Others,2024-10-05,4.0,Very satisfied with the durability
30619.0,Agarwal Home Store,1619.0,Key Stand,Knob,2024-10-05,4.0,Very satisfied with the durability
31086.0,Singh Traders,2086.0,Sofa Leg,Accessories,2024-10-05,3.0,Average quality
34941.0,Kumar Furnishings,5941.0,Tower Bolt Premium,Handles,2024-10-05,2.0,Delivery takes too long
34789.0,Rao Home Store,5789.0,Cross Knob,Handles,2024-10-05,2.0,Difficult to install
30348.0,Mehta Distributors,1348.0,Cross Knob,Knob,2024-10-05,5.0,Great value for money
34382.0,Verma Hardware,5382.0,Ultra Modern Handle,Knob,2024-10-06,3.0,Could be better
34871.0,Gupta Solutions,5871.0,Tower Bolt,Kadi,2024-10-06,2.0,Many defects found
30498.0,Reddy Distributors,1498.0,Economy Kadi,Kadi,2024-10-06,4.0,Very satisfied with the durability
32256.0,Singh Home Store,3256.0,Stainless Steel Knob,Knob,2024-10-06,4.0,Highly recommended
31324.0,Verma Distributors,2324.0,Cross Knob,Handles,2024-10-06,4.0,Premium finish and look
34995.0,Shah Home Store,5995.0,Profile Handle,Knob,2024-10-06,5.0,Highly recommended
30225.0,Gupta Supplies,1225.0,Khutti,Accessories,2024-10-06,4.0,Very satisfied with the durability
33539.0,Pillai Traders,4539.0,Brass Khutti,Accessories,2024-10-06,3.0,Regular product
32298.0,Sharma Stores,3298.0,Sofa Leg,Knob,2024-10-06,5.0,Premium finish and look
33846.0,Mehta Supplies,4846.0,Gold Plated Handle,Others,2024-10-06,3.2778362450010525,Premium finish and look
30427.0,Agarwal Traders,1427.0,Tower Bolt,Handles,2024-10-06,3.0,Average quality
30531.0,Agarwal Distributors,1531.0,Traditional Handle,Others,2024-10-06,4.0,Excellent quality product
33111.0,Pillai Traders,4111.0,Tower Bolt,Others,2024-10-06,4.0,Highly recommended
34093.0,Rao Furnishings,5093.0,Main Door Handle,Kadi,2024-10-06,3.0,Average quality
34230.0,Nair Traders,5230.0,Economy Kadi,Others,2024-10-06,3.0,Decent product
34027.0,Joshi Build Mart,5027.0,Traditional Handle,Accessories,2024-10-06,4.0,Excellent quality product
32831.0,Pillai Build Mart,3831.0,Economy Kadi,Others,2024-10-06,5.0,Premium finish and look
33827.0,Agarwal Build Mart,4827.0,Economy Kadi,Kadi,2024-10-06,2.0,Too expensive; Irregular supply
32722.0,Agarwal Hardware,3722.0,Key Stand,Accessories,2024-10-06,4.0,Best in market
31287.0,Verma Furnishings,2287.0,Profile Handle,Knob,2024-10-06,4.0,Very satisfied with the durability
32855.0,Agarwal Enterprises,3855.0,Ultra Modern Handle,Handles,2024-10-06,3.0,Nothing special
32867.0,Nair Supplies,3867.0,Cross Knob,Handles,2024-10-06,4.0,Very satisfied with the durability
31483.0,Shah Enterprises,2483.0,Ultra Modern Handle,Handles,2024-10-06,1.0,Packaging needs improvement; Always out of stock
33930.0,Reddy Hardware,4930.0,Khutti,Kadi,2024-10-06,3.0,Regular product
33302.0,Pillai Furnishings,4302.0,Ultra Modern Handle,Handles,2024-10-06,4.0,Premium finish and look
33513.0,Mehta Hardware,4513.0,Khutti,Accessories,2024-10-06,1.0,Difficult to install
31314.0,Thakur Enterprises,2314.0,Economy Kadi,Handles,2024-10-06,5.0,Premium finish and look
33939.0,Shah Furnishings,4939.0,Ultra Modern Handle,Handles,2024-10-06,5.0,Perfect for our needs
32589.0,Pillai Solutions,3589.0,Kadi Deluxe,Others,2024-10-06,4.0,Highly recommended
30281.0,Joshi Enterprises,1281.0,Tower Bolt,Others,2024-10-06,5.0,Best in market
32568.0,Pillai Traders,3568.0,Antique Handle,Handles,2024-10-06,5.0,Great value for money
30799.0,Patel Enterprises,1799.0,Key Stand,Others,2024-10-06,5.0,Very satisfied with the durability
32928.0,Rao Stores,3928.0,Traditional Handle,Kadi,2024-10-06,3.2778362450010525,Premium finish and look
34185.0,Rao Traders,5185.0,Sofa Leg,Knob,2024-10-06,4.0,Very satisfied with the durability
30309.0,Agarwal Furnishings,1309.0,Ultra Modern Handle,Handles,2024-10-06,4.0,Premium finish and look
32692.0,Rao Home Store,3692.0,Kadi Deluxe,Accessories,2024-10-06,2.0,Not worth the price
32399.0,Rao Build Mart,3399.0,Sofa Leg,Accessories,2024-10-06,4.0,Excellent quality product
31236.0,Sharma Build Mart,2236.0,Decorative Kadi,Knob,2024-10-06,4.0,Premium finish and look
30078.0,Rao Distributors,1078.0,Khutti,Accessories,2024-10-06,1.0,Packaging needs improvement; Stock availability issues
31075.0,Gupta Distributors,2075.0,Key Stand,Handles,2024-10-06,3.2778362450010525,Premium finish and look
34516.0,Agarwal Home Store,5516.0,Ultra Modern Handle,Accessories,2024-10-06,4.0,Excellent quality product
34524.0,Mehta Distributors,5524.0,Designer Knob,Handles,2024-10-06,5.0,Best in market
31022.0,Pillai Hardware,2022.0,Antique Handle,Knob,2024-10-06,4.0,Premium finish and look
31908.0,Mehta Build Mart,2908.0,Cross Knob,Handles,2024-10-06,2.0,Too expensive; Always out of stock
30194.0,Singh Distributors,1194.0,Kadi Deluxe,Kadi,2024-10-06,1.0,Delivery takes too long
31828.0,Verma Build Mart,2828.0,Stainless Steel Knob,Kadi,2024-10-06,2.0,Too expensive
33643.0,Patel Solutions,4643.0,Stainless Steel Knob,Accessories,2024-10-07,1.0,Poor quality received
31781.0,Rao Traders,2781.0,Designer Knob,Knob,2024-10-07,4.0,Highly recommended
32079.0,Kumar Distributors,3079.0,Decorative Kadi,Kadi,2024-10-07,5.0,Perfect for our needs
32700.0,Joshi Solutions,3700.0,Main Door Handle,Others,2024-10-07,1.0,Delivery takes too long
30483.0,Gupta Hardware,1483.0,Khutti,Others,2024-10-07,4.0,Very satisfied with the durability
33523.0,Verma Build Mart,4523.0,Tower Bolt Premium,Handles,2024-10-07,3.0,Nothing special
30310.0,Patel Stores,1310.0,Antique Handle,Knob,2024-10-07,5.0,Premium finish and look
30825.0,Verma Build Mart,1825.0,Tower Bolt,Accessories,2024-10-07,1.0,Not worth the price; Stock availability issues
34071.0,Joshi Traders,5071.0,Khutti,Accessories,2024-10-07,5.0,Very satisfied with the durability
32803.0,Verma Distributors,3803.0,Key Stand,Accessories,2024-10-07,3.0,Regular product
32043.0,Mehta Stores,3043.0,Khutti,Handles,2024-10-07,3.0,Meets basic requirements
31106.0,Agarwal Enterprises,2106.0,Khutti,Kadi,2024-10-07,3.0,Average quality
31974.0,Agarwal Supplies,2974.0,Tower Bolt,Knob,2024-10-07,4.0,Highly recommended
30573.0,Sharma Supplies,1573.0,KH-1239,Kadi,2024-10-07,5.0,Great value for money
33954.0,Shah Supplies,4954.0,Antique Handle,Knob,2024-10-07,2.0,Not worth the price
30028.0,Thakur Solutions,1028.0,Traditional Handle,Accessories,2024-10-07,3.2778362450010525,Premium finish and look
30391.0,Verma Enterprises,1391.0,KH-1239,Others,2024-10-07,3.0,Meets basic requirements
30279.0,Verma Traders,1279.0,KH-1239,Others,2024-10-07,5.0,Great value for money
33004.0,Thakur Build Mart,4004.0,Cross Knob,Others,2024-10-07,1.0,Not worth the price
34637.0,Nair Solutions,5637.0,Designer Knob,Knob,2024-10-07,3.0,Regular product
31363.0,Rao Home Store,2363.0,Brass Khutti,Others,2024-10-07,4.0,Premium finish and look
33837.0,Shah Furnishings,4837.0,Main Door Handle,Others,2024-10-07,3.2778362450010525,Premium finish and look
31409.0,Pillai Stores,2409.0,Kadi Deluxe,Accessories,2024-10-07,1.0,Too expensive
33785.0,Agarwal Furnishings,4785.0,Tower Bolt Premium,Knob,2024-10-07,3.0,Average quality
34679.0,Nair Distributors,5679.0,Traditional Handle,Knob,2024-10-07,3.0,Decent product
34687.0,Kumar Enterprises,5687.0,Main Door Handle,Knob,2024-10-07,3.0,Decent product
30614.0,Sharma Supplies,1614.0,Tower Bolt,Others,2024-10-07,3.0,Nothing special
33727.0,Gupta Hardware,4727.0,KH-1239,Knob,2024-10-07,4.0,Best in market
34993.0,Kumar Traders,5993.0,Profile Handle,Kadi,2024-10-07,2.0,Delivery takes too long; Stock delays frequent
31506.0,Nair Furnishings,2506.0,Brass Khutti,Kadi,2024-10-07,4.0,Excellent quality product
34583.0,Reddy Furnishings,5583.0,Antique Handle,Handles,2024-10-07,3.0,Standard quality
34306.0,Patel Stores,5306.0,Traditional Handle,Kadi,2024-10-07,2.0,Many defects found
30074.0,Agarwal Distributors,1074.0,Main Door Handle,Others,2024-10-07,3.0,Decent product
32424.0,Reddy Traders,3424.0,Designer Knob,Accessories,2024-10-07,3.0,Regular product
32193.0,Rao Build Mart,3193.0,Decorative Kadi,Accessories,2024-10-07,3.0,Meets basic requirements
32246.0,Shah Furnishings,3246.0,Key Stand,Kadi,2024-10-07,4.0,Excellent quality product
32367.0,Agarwal Traders,3367.0,Designer Knob,Kadi,2024-10-07,2.0,Many defects found
30357.0,Sharma Enterprises,1357.0,Tower Bolt Premium,Others,2024-10-08,4.0,Very satisfied with the durability
34578.0,Sharma Enterprises,5578.0,Economy Kadi,Knob,2024-10-08,3.0,Meets basic requirements
30805.0,Shah Hardware,1805.0,Cross Knob,Accessories,2024-10-08,1.0,Packaging needs improvement
34316.0,Kumar Build Mart,5316.0,Khutti,Accessories,2024-10-08,3.0,Average quality
33647.0,Nair Supplies,4647.0,Designer Knob,Knob,2024-10-08,4.0,Very satisfied with the durability
32060.0,Agarwal Traders,3060.0,Designer Knob,Handles,2024-10-08,3.0,Standard quality
31531.0,Kumar Build Mart,2531.0,Gold Plated Handle,Handles,2024-10-08,4.0,Premium finish and look
30950.0,Agarwal Hardware,1950.0,Tower Bolt,Kadi,2024-10-08,4.0,Best in market
32706.0,Verma Hardware,3706.0,Economy Kadi,Others,2024-10-08,4.0,Great value for money
30329.0,Agarwal Furnishings,1329.0,Profile Handle,Handles,2024-10-08,3.0,Regular product
30030.0,Shah Enterprises,1030.0,Kadi Deluxe,Accessories,2024-10-08,3.0,Standard quality
30536.0,Verma Traders,1536.0,Antique Handle,Knob,2024-10-08,3.2778362450010525,Premium finish and look
32925.0,Shah Home Store,3925.0,Traditional Handle,Kadi,2024-10-08,3.0,Could be better
