Feedback_ID,Customer_Name,Stock_ID,Item_Name,Category,Date,Rating,Feedback_Comment
31685,Reddy Hardware,2685,Gold Plated Handle,Kadi,2024-10-02,5.0,Excellent quality product
34532,Agarwal Furnishings,5532,Tower Bolt Premium,Handles,2024-10-02,3.0,Nothing special
34599,Shah Traders,5599,Antique Handle,Accessories,2024-10-02,5.0,Perfect for our needs
34655,Joshi Traders,5655,Key Stand,Kadi,2024-10-02,3.0,Regular product
31740,Nair Stores,2740,Traditional Handle,Kadi,2024-10-02,3.0,Meets basic requirements
34711,Patel Traders,5711,Stainless Steel Knob,Kadi,2024-10-02,3.0,Regular product
31264,Joshi Supplies,2264,Cross Knob,Knob,2024-10-02,3.0,Meets basic requirements
31282,Sharma Build Mart,2282,Tower Bolt,Accessories,2024-10-02,5.0,Perfect for our needs
30102,Nair Solutions,1102,KH-1239,Others,2024-10-02,3.0,Meets basic requirements
30706,Kumar Supplies,1706,Main Door Handle,Handles,2024-10-02,4.0,Perfect for our needs
33048,Singh Furnishings,4048,Antique Handle,Knob,2024-10-02,1.0,Stock never available; Need better stock management
32897,Mehta Distributors,3897,Profile Handle,Accessories,2024-10-02,2.0,Poor quality received
33810,Gupta Supplies,4810,KH-1239,Knob,2024-10-02,3.0,Standard quality
30628,Gupta Home Store,1628,Traditional Handle,Others,2024-10-02,4.0,Customers love this product
33867,Sharma Solutions,4867,Khutti,Others,2024-10-02,3.0,Could be better
34019,Agarwal Furnishings,5019,Traditional Handle,Accessories,2024-10-02,5.0,Excellent quality product
33322,Sharma Build Mart,4322,Stainless Steel Knob,Others,2024-10-02,3.0,Nothing special
33437,Reddy Traders,4437,Ultra Modern Handle,Handles,2024-10-02,4.0,Great value for money
33276,Mehta Hardware,4276,Gold Plated Handle,Others,2024-10-02,4.0,Excellent quality product
33527,Singh Home Store,4527,Khutti,Accessories,2024-10-02,,
30862,Agarwal Stores,1862,Sofa Leg,Knob,2024-10-02,5.0,Highly recommended
34108,Thakur Furnishings,5108,Main Door Handle,Accessories,2024-10-02,4.0,Excellent quality product
32754,Agarwal Build Mart,3754,Stainless Steel Knob,Others,2024-10-02,2.0,Stock never available
33101,Patel Traders,4101,Traditional Handle,Accessories,2024-10-02,2.0,Poor quality received; Stock delays frequent
31897,Patel Hardware,2897,Cross Knob,Accessories,2024-10-03,4.0,Excellent quality product
31898,Gupta Supplies,2898,Key Stand,Accessories,2024-10-03,5.0,Perfect for our needs
34731,Rao Distributors,5731,Brass Khutti,Knob,2024-10-03,1.0,Difficult to install
31956,Kumar Enterprises,2956,KH-1239,Accessories,2024-10-03,4.0,Highly recommended
33524,Sharma Traders,4524,Cross Knob,Others,2024-10-03,5.0,Premium finish and look
30135,Shah Hardware,1135,Tower Bolt Premium,Accessories,2024-10-03,1.0,Poor quality received; Need better stock management
31800,Joshi Hardware,2800,Decorative Kadi,Others,2024-10-03,4.0,Premium finish and look
30645,Joshi Hardware,1645,Key Stand,Knob,2024-10-03,5.0,Best in market
30660,Sharma Home Store,1660,Traditional Handle,Others,2024-10-03,4.0,Highly recommended
31847,Nair Enterprises,2847,Brass Khutti,Kadi,2024-10-03,5.0,Perfect for our needs
30663,Agarwal Hardware,1663,Gold Plated Handle,Knob,2024-10-03,4.0,Perfect for our needs
32072,Pillai Build Mart,3072,Brass Khutti,Kadi,2024-10-03,3.0,Nothing special
30486,Thakur Traders,1486,Decorative Kadi,Others,2024-10-03,4.0,Perfect for our needs
33801,Gupta Distributors,4801,Antique Handle,Accessories,2024-10-03,1.0,Stock never available; Stock availability issues
32652,Gupta Furnishings,3652,Economy Kadi,Knob,2024-10-03,4.0,Great value for money
31791,Thakur Traders,2791,Profile Handle,Accessories,2024-10-03,3.0,Could be better
32728,Shah Hardware,3728,Designer Knob,Knob,2024-10-03,3.0,Regular product
34097,Thakur Build Mart,5097,Ultra Modern Handle,Handles,2024-10-03,4.0,Customers love this product
32771,Sharma Enterprises,3771,Tower Bolt,Knob,2024-10-03,3.0,Nothing special
34274,Patel Build Mart,5274,Designer Knob,Accessories,2024-10-03,3.0,Meets basic requirements
32778,Gupta Traders,3778,Sofa Leg,Accessories,2024-10-03,3.0,Meets basic requirements
30333,Rao Solutions,1333,Tower Bolt,Handles,2024-10-03,3.0,Meets basic requirements
34062,Mehta Build Mart,5062,Antique Handle,Accessories,2024-10-03,3.0,Decent product
32792,Singh Home Store,3792,Kadi Deluxe,Others,2024-10-03,1.0,Poor quality received; Stock availability issues
32111,Nair Enterprises,3111,Key Stand,Kadi,2024-10-03,1.0,Poor quality received; Limited stock available
34330,Mehta Home Store,5330,Profile Handle,Kadi,2024-10-03,3.0,Meets basic requirements
32875,Nair Stores,3875,Main Door Handle,Handles,2024-10-03,1.0,Poor quality received
30365,Kumar Home Store,1365,Antique Handle,Kadi,2024-10-03,1.0,Not worth the price; Need better stock management
34392,Pillai Build Mart,5392,Antique Handle,Others,2024-10-03,4.0,Great value for money
32251,Reddy Solutions,3251,Tower Bolt,Kadi,2024-10-03,3.0,Nothing special
32223,Kumar Home Store,3223,Stainless Steel Knob,Knob,2024-10-03,4.0,Best in market
32221,Rao Hardware,3221,Khutti,Accessories,2024-10-03,2.0,Difficult to install
34430,Pillai Solutions,5430,Main Door Handle,Accessories,2024-10-03,3.0,Meets basic requirements
30725,Joshi Home Store,1725,Economy Kadi,Handles,2024-10-03,1.0,Stock never available; Stock availability issues
32861,Patel Solutions,3861,Economy Kadi,Kadi,2024-10-03,1.0,Too expensive; Limited stock available
32676,Joshi Supplies,3676,Ultra Modern Handle,Accessories,2024-10-03,2.0,Too expensive; Always out of stock
30679,Shah Supplies,1679,Key Stand,Accessories,2024-10-03,5.0,Perfect for our needs
34984,Kumar Build Mart,5984,Stainless Steel Knob,Others,2024-10-03,2.0,Many defects found; Stock delays frequent
30010,Rao Stores,1010,Khutti,Others,2024-10-03,4.0,Premium finish and look
31199,Sharma Solutions,2199,Tower Bolt Premium,Knob,2024-10-03,2.0,Packaging needs improvement; Limited stock available
30006,Sharma Traders,1006,Traditional Handle,Accessories,2024-10-03,,
34885,Joshi Solutions,5885,Tower Bolt Premium,Kadi,2024-10-03,5.0,Great value for money
31734,Rao Furnishings,2734,Main Door Handle,Handles,2024-10-03,4.0,Best in market
34763,Rao Hardware,5763,Economy Kadi,Others,2024-10-04,1.0,Packaging needs improvement; Stock delays frequent
33026,Patel Build Mart,4026,Main Door Handle,Knob,2024-10-04,4.0,Very satisfied with the durability
32995,Reddy Distributors,3995,Profile Handle,Accessories,2024-10-04,3.0,Standard quality
34962,Reddy Hardware,5962,Antique Handle,Accessories,2024-10-04,5.0,Excellent quality product
30763,Nair Home Store,1763,Cross Knob,Kadi,2024-10-04,1.0,Many defects found; Stock delays frequent
32896,Rao Enterprises,3896,Key Stand,Accessories,2024-10-04,3.0,Meets basic requirements
31981,Shah Build Mart,2981,Antique Handle,Kadi,2024-10-04,5.0,Customers love this product
32003,Shah Build Mart,3003,Sofa Leg,Kadi,2024-10-04,5.0,Highly recommended
30821,Pillai Distributors,1821,Kadi Deluxe,Handles,2024-10-04,4.0,Excellent quality product
32766,Rao Enterprises,3766,Khutti,Handles,2024-10-04,5.0,Customers love this product
34104,Patel Traders,5104,Designer Knob,Handles,2024-10-04,4.0,Best in market
30849,Shah Enterprises,1849,KH-1239,Kadi,2024-10-04,3.0,Could be better
32618,Rao Hardware,3618,Antique Handle,Handles,2024-10-04,3.0,Regular product
32104,Joshi Stores,3104,Designer Knob,Handles,2024-10-04,1.0,Many defects found
34202,Kumar Traders,5202,Economy Kadi,Others,2024-10-04,4.0,Very satisfied with the durability
31240,Joshi Home Store,2240,Antique Handle,Kadi,2024-10-04,2.0,Not worth the price
31267,Patel Solutions,2267,Tower Bolt,Handles,2024-10-04,,
32215,Agarwal Stores,3215,KH-1239,Knob,2024-10-04,3.0,Nothing special
32349,Verma Traders,3349,Stainless Steel Knob,Knob,2024-10-04,5.0,Customers love this product
32343,Kumar Stores,3343,Main Door Handle,Accessories,2024-10-04,5.0,Highly recommended
32340,Kumar Traders,3340,Profile Handle,Knob,2024-10-04,2.0,Delivery takes too long
30228,Nair Furnishings,1228,Khutti,Kadi,2024-10-04,3.0,Decent product
30172,Mehta Furnishings,1172,Tower Bolt Premium,Others,2024-10-04,5.0,Great value for money
30665,Shah Traders,1665,Khutti,Handles,2024-10-04,2.0,Delivery takes too long
30788,Sharma Distributors,1788,Sofa Leg,Others,2024-10-04,3.0,Could be better
31435,Mehta Solutions,2435,Designer Knob,Knob,2024-10-04,1.0,Stock never available
31821,Thakur Solutions,2821,Stainless Steel Knob,Knob,2024-10-04,4.0,Perfect for our needs
33468,Shah Furnishings,4468,Sofa Leg,Others,2024-10-04,4.0,Customers love this product
33397,Rao Enterprises,4397,Tower Bolt,Accessories,2024-10-04,2.0,Not worth the price
30539,Singh Enterprises,1539,Tower Bolt,Handles,2024-10-04,5.0,Excellent quality product
34727,Thakur Supplies,5727,Main Door Handle,Handles,2024-10-04,2.0,Many defects found
30627,Singh Distributors,1627,Gold Plated Handle,Knob,2024-10-04,3.0,Average quality
33515,Mehta Build Mart,4515,Ultra Modern Handle,Accessories,2024-10-04,5.0,Excellent quality product
30617,Gupta Distributors,1617,KH-1239,Knob,2024-10-04,2.0,Too expensive; Irregular supply
33634,Reddy Solutions,4634,Profile Handle,Knob,2024-10-04,4.0,Excellent quality product
34918,Shah Supplies,5918,Stainless Steel Knob,Others,2024-10-05,,
32259,Reddy Supplies,3259,Profile Handle,Others,2024-10-05,1.0,Packaging needs improvement
33488,Gupta Hardware,4488,Tower Bolt,Handles,2024-10-05,3.0,Nothing special
32277,Sharma Home Store,3277,Tower Bolt Premium,Accessories,2024-10-05,2.0,Not worth the price; Stock availability issues
31350,Patel Enterprises,2350,Main Door Handle,Others,2024-10-05,5.0,Customers love this product
32070,Rao Build Mart,3070,Economy Kadi,Handles,2024-10-05,3.0,Nothing special
34127,Rao Home Store,5127,Key Stand,Handles,2024-10-05,4.0,Premium finish and look
31026,Nair Traders,2026,Key Stand,Handles,2024-10-05,3.0,Decent product
31783,Rao Enterprises,2783,Gold Plated Handle,Accessories,2024-10-05,4.0,Great value for money
31756,Agarwal Build Mart,2756,Tower Bolt,Handles,2024-10-05,,
32365,Joshi Distributors,3365,Decorative Kadi,Others,2024-10-05,2.0,Difficult to install
32615,Nair Furnishings,3615,Tower Bolt Premium,Accessories,2024-10-05,1.0,Many defects found
32094,Pillai Solutions,3094,Ultra Modern Handle,Knob,2024-10-05,,
31370,Sharma Supplies,2370,Traditional Handle,Kadi,2024-10-05,4.0,Best in market
31209,Singh Furnishings,2209,Stainless Steel Knob,Kadi,2024-10-05,3.0,Meets basic requirements
34203,Rao Distributors,5203,Antique Handle,Handles,2024-10-05,1.0,Not worth the price; Limited stock available
30112,Kumar Home Store,1112,Kadi Deluxe,Accessories,2024-10-05,4.0,Perfect for our needs
31053,Pillai Build Mart,2053,Tower Bolt Premium,Knob,2024-10-05,1.0,Not worth the price; Always out of stock
32522,Nair Build Mart,3522,Traditional Handle,Handles,2024-10-05,3.0,Standard quality
32515,Reddy Traders,3515,Tower Bolt,Others,2024-10-05,2.0,Not worth the price; Always out of stock
32498,Mehta Home Store,3498,Profile Handle,Others,2024-10-05,5.0,Very satisfied with the durability
34864,Joshi Furnishings,5864,Gold Plated Handle,Accessories,2024-10-05,3.0,Could be better
33474,Joshi Home Store,4474,Kadi Deluxe,Handles,2024-10-05,4.0,Excellent quality product
31622,Thakur Traders,2622,Stainless Steel Knob,Knob,2024-10-05,4.0,Highly recommended
31706,Verma Enterprises,2706,Cross Knob,Handles,2024-10-05,4.0,Customers love this product
31158,Thakur Stores,2158,Khutti,Kadi,2024-10-05,4.0,Best in market
33903,Nair Enterprises,4903,Khutti,Accessories,2024-10-05,5.0,Customers love this product
33054,Sharma Furnishings,4054,Tower Bolt Premium,Others,2024-10-05,5.0,Great value for money
31965,Shah Supplies,2965,Key Stand,Accessories,2024-10-05,2.0,Poor quality received
32986,Pillai Supplies,3986,KH-1239,Accessories,2024-10-05,4.0,Customers love this product
32846,Nair Build Mart,3846,Sofa Leg,Others,2024-10-05,3.0,Standard quality
31618,Verma Solutions,2618,Stainless Steel Knob,Others,2024-10-05,4.0,Very satisfied with the durability
30619,Agarwal Home Store,1619,Key Stand,Knob,2024-10-05,4.0,Very satisfied with the durability
31086,Singh Traders,2086,Sofa Leg,Accessories,2024-10-05,3.0,Average quality
34941,Kumar Furnishings,5941,Tower Bolt Premium,Handles,2024-10-05,2.0,Delivery takes too long
34789,Rao Home Store,5789,Cross Knob,Handles,2024-10-05,2.0,Difficult to install
30348,Mehta Distributors,1348,Cross Knob,Knob,2024-10-05,5.0,Great value for money
34382,Verma Hardware,5382,Ultra Modern Handle,Knob,2024-10-06,3.0,Could be better
34871,Gupta Solutions,5871,Tower Bolt,Kadi,2024-10-06,2.0,Many defects found
30498,Reddy Distributors,1498,Economy Kadi,Kadi,2024-10-06,4.0,Very satisfied with the durability
32256,Singh Home Store,3256,Stainless Steel Knob,Knob,2024-10-06,4.0,Highly recommended
31324,Verma Distributors,2324,Cross Knob,Handles,2024-10-06,4.0,Premium finish and look
34995,Shah Home Store,5995,Profile Handle,Knob,2024-10-06,5.0,Highly recommended
30225,Gupta Supplies,1225,Khutti,Accessories,2024-10-06,4.0,Very satisfied with the durability
33539,Pillai Traders,4539,Brass Khutti,Accessories,2024-10-06,3.0,Regular product
32298,Sharma Stores,3298,Sofa Leg,Knob,2024-10-06,5.0,Premium finish and look
33846,Mehta Supplies,4846,Gold Plated Handle,Others,2024-10-06,,
30427,Agarwal Traders,1427,Tower Bolt,Handles,2024-10-06,3.0,Average quality
30531,Agarwal Distributors,1531,Traditional Handle,Others,2024-10-06,4.0,Excellent quality product
33111,Pillai Traders,4111,Tower Bolt,Others,2024-10-06,4.0,Highly recommended
34093,Rao Furnishings,5093,Main Door Handle,Kadi,2024-10-06,3.0,Average quality
34230,Nair Traders,5230,Economy Kadi,Others,2024-10-06,3.0,Decent product
34027,Joshi Build Mart,5027,Traditional Handle,Accessories,2024-10-06,4.0,Excellent quality product
32831,Pillai Build Mart,3831,Economy Kadi,Others,2024-10-06,5.0,Premium finish and look
33827,Agarwal Build Mart,4827,Economy Kadi,Kadi,2024-10-06,2.0,Too expensive; Irregular supply
32722,Agarwal Hardware,3722,Key Stand,Accessories,2024-10-06,4.0,Best in market
31287,Verma Furnishings,2287,Profile Handle,Knob,2024-10-06,4.0,Very satisfied with the durability
32855,Agarwal Enterprises,3855,Ultra Modern Handle,Handles,2024-10-06,3.0,Nothing special
32867,Nair Supplies,3867,Cross Knob,Handles,2024-10-06,4.0,Very satisfied with the durability
31483,Shah Enterprises,2483,Ultra Modern Handle,Handles,2024-10-06,1.0,Packaging needs improvement; Always out of stock
33930,Reddy Hardware,4930,Khutti,Kadi,2024-10-06,3.0,Regular product
33302,Pillai Furnishings,4302,Ultra Modern Handle,Handles,2024-10-06,4.0,Premium finish and look
33513,Mehta Hardware,4513,Khutti,Accessories,2024-10-06,1.0,Difficult to install
31314,Thakur Enterprises,2314,Economy Kadi,Handles,2024-10-06,5.0,Premium finish and look
33939,Shah Furnishings,4939,Ultra Modern Handle,Handles,2024-10-06,5.0,Perfect for our needs
32589,Pillai Solutions,3589,Kadi Deluxe,Others,2024-10-06,4.0,Highly recommended
30281,Joshi Enterprises,1281,Tower Bolt,Others,2024-10-06,5.0,Best in market
32568,Pillai Traders,3568,Antique Handle,Handles,2024-10-06,5.0,Great value for money
30799,Patel Enterprises,1799,Key Stand,Others,2024-10-06,5.0,Very satisfied with the durability
32928,Rao Stores,3928,Traditional Handle,Kadi,2024-10-06,,
34185,Rao Traders,5185,Sofa Leg,Knob,2024-10-06,4.0,Very satisfied with the durability
30309,Agarwal Furnishings,1309,Ultra Modern Handle,Handles,2024-10-06,4.0,Premium finish and look
32692,Rao Home Store,3692,Kadi Deluxe,Accessories,2024-10-06,2.0,Not worth the price
32399,Rao Build Mart,3399,Sofa Leg,Accessories,2024-10-06,4.0,Excellent quality product
31236,Sharma Build Mart,2236,Decorative Kadi,Knob,2024-10-06,4.0,Premium finish and look
30078,Rao Distributors,1078,Khutti,Accessories,2024-10-06,1.0,Packaging needs improvement; Stock availability issues
31075,Gupta Distributors,2075,Key Stand,Handles,2024-10-06,,
34516,Agarwal Home Store,5516,Ultra Modern Handle,Accessories,2024-10-06,4.0,Excellent quality product
34524,Mehta Distributors,5524,Designer Knob,Handles,2024-10-06,5.0,Best in market
31022,Pillai Hardware,2022,Antique Handle,Knob,2024-10-06,4.0,Premium finish and look
31908,Mehta Build Mart,2908,Cross Knob,Handles,2024-10-06,2.0,Too expensive; Always out of stock
30194,Singh Distributors,1194,Kadi Deluxe,Kadi,2024-10-06,1.0,Delivery takes too long
31828,Verma Build Mart,2828,Stainless Steel Knob,Kadi,2024-10-06,2.0,Too expensive
33643,Patel Solutions,4643,Stainless Steel Knob,Accessories,2024-10-07,1.0,Poor quality received
31781,Rao Traders,2781,Designer Knob,Knob,2024-10-07,4.0,Highly recommended
32079,Kumar Distributors,3079,Decorative Kadi,Kadi,2024-10-07,5.0,Perfect for our needs
32700,Joshi Solutions,3700,Main Door Handle,Others,2024-10-07,1.0,Delivery takes too long
30483,Gupta Hardware,1483,Khutti,Others,2024-10-07,4.0,Very satisfied with the durability
33523,Verma Build Mart,4523,Tower Bolt Premium,Handles,2024-10-07,3.0,Nothing special
30310,Patel Stores,1310,Antique Handle,Knob,2024-10-07,5.0,Premium finish and look
30825,Verma Build Mart,1825,Tower Bolt,Accessories,2024-10-07,1.0,Not worth the price; Stock availability issues
34071,Joshi Traders,5071,Khutti,Accessories,2024-10-07,5.0,Very satisfied with the durability
32803,Verma Distributors,3803,Key Stand,Accessories,2024-10-07,3.0,Regular product
32043,Mehta Stores,3043,Khutti,Handles,2024-10-07,3.0,Meets basic requirements
31106,Agarwal Enterprises,2106,Khutti,Kadi,2024-10-07,3.0,Average quality
31974,Agarwal Supplies,2974,Tower Bolt,Knob,2024-10-07,4.0,Highly recommended
30573,Sharma Supplies,1573,KH-1239,Kadi,2024-10-07,5.0,Great value for money
33954,Shah Supplies,4954,Antique Handle,Knob,2024-10-07,2.0,Not worth the price
30028,Thakur Solutions,1028,Traditional Handle,Accessories,2024-10-07,,
30391,Verma Enterprises,1391,KH-1239,Others,2024-10-07,3.0,Meets basic requirements
30279,Verma Traders,1279,KH-1239,Others,2024-10-07,5.0,Great value for money
33004,Thakur Build Mart,4004,Cross Knob,Others,2024-10-07,1.0,Not worth the price
34637,Nair Solutions,5637,Designer Knob,Knob,2024-10-07,3.0,Regular product
31363,Rao Home Store,2363,Brass Khutti,Others,2024-10-07,4.0,Premium finish and look
33837,Shah Furnishings,4837,Main Door Handle,Others,2024-10-07,,
31409,Pillai Stores,2409,Kadi Deluxe,Accessories,2024-10-07,1.0,Too expensive
33785,Agarwal Furnishings,4785,Tower Bolt Premium,Knob,2024-10-07,3.0,Average quality
34679,Nair Distributors,5679,Traditional Handle,Knob,2024-10-07,3.0,Decent product
34687,Kumar Enterprises,5687,Main Door Handle,Knob,2024-10-07,3.0,Decent product
30614,Sharma Supplies,1614,Tower Bolt,Others,2024-10-07,3.0,Nothing special
33727,Gupta Hardware,4727,KH-1239,Knob,2024-10-07,4.0,Best in market
34993,Kumar Traders,5993,Profile Handle,Kadi,2024-10-07,2.0,Delivery takes too long; Stock delays frequent
31506,Nair Furnishings,2506,Brass Khutti,Kadi,2024-10-07,4.0,Excellent quality product
34583,Reddy Furnishings,5583,Antique Handle,Handles,2024-10-07,3.0,Standard quality
34306,Patel Stores,5306,Traditional Handle,Kadi,2024-10-07,2.0,Many defects found
30074,Agarwal Distributors,1074,Main Door Handle,Others,2024-10-07,3.0,Decent product
32424,Reddy Traders,3424,Designer Knob,Accessories,2024-10-07,3.0,Regular product
32193,Rao Build Mart,3193,Decorative Kadi,Accessories,2024-10-07,3.0,Meets basic requirements
32246,Shah Furnishings,3246,Key Stand,Kadi,2024-10-07,4.0,Excellent quality product
32367,Agarwal Traders,3367,Designer Knob,Kadi,2024-10-07,2.0,Many defects found
30357,Sharma Enterprises,1357,Tower Bolt Premium,Others,2024-10-08,4.0,Very satisfied with the durability
34578,Sharma Enterprises,5578,Economy Kadi,Knob,2024-10-08,3.0,Meets basic requirements
30805,Shah Hardware,1805,Cross Knob,Accessories,2024-10-08,1.0,Packaging needs improvement
34316,Kumar Build Mart,5316,Khutti,Accessories,2024-10-08,3.0,Average quality
33647,Nair Supplies,4647,Designer Knob,Knob,2024-10-08,4.0,Very satisfied with the durability
32060,Agarwal Traders,3060,Designer Knob,Handles,2024-10-08,3.0,Standard quality
31531,Kumar Build Mart,2531,Gold Plated Handle,Handles,2024-10-08,4.0,Premium finish and look
30950,Agarwal Hardware,1950,Tower Bolt,Kadi,2024-10-08,4.0,Best in market
32706,Verma Hardware,3706,Economy Kadi,Others,2024-10-08,4.0,Great value for money
30329,Agarwal Furnishings,1329,Profile Handle,Handles,2024-10-08,3.0,Regular product
30030,Shah Enterprises,1030,Kadi Deluxe,Accessories,2024-10-08,3.0,Standard quality
30536,Verma Traders,1536,Antique Handle,Knob,2024-10-08,,
32925,Shah Home Store,3925,Traditional Handle,Kadi,2024-10-08,3.0,Could be better
33747,Shah Hardware,4747,Economy Kadi,Knob,2024-10-08,3.0,Meets basic requirements
33419,Singh Furnishings,4419,Sofa Leg,Kadi,2024-10-08,5.0,Customers love this product
33699,Thakur Build Mart,4699,Brass Khutti,Others,2024-10-08,3.0,Regular product
32317,Joshi Home Store,3317,Traditional Handle,Kadi,2024-10-08,4.0,Best in market
33806,Rao Enterprises,4806,Khutti,Handles,2024-10-08,4.0,Perfect for our needs
31410,Gupta Home Store,2410,Main Door Handle,Handles,2024-10-08,4.0,Premium finish and look
31681,Reddy Supplies,2681,Designer Knob,Accessories,2024-10-08,3.0,Regular product
34702,Nair Furnishings,5702,Tower Bolt Premium,Knob,2024-10-08,4.0,Customers love this product
33119,Pillai Distributors,4119,Main Door Handle,Accessories,2024-10-08,3.0,Decent product
31332,Kumar Enterprises,2332,Khutti,Kadi,2024-10-08,3.0,Meets basic requirements
31330,Verma Supplies,2330,Traditional Handle,Kadi,2024-10-08,2.0,Many defects found; Need better stock management
30408,Mehta Build Mart,1408,Traditional Handle,Others,2024-10-08,3.0,Nothing special
31177,Agarwal Solutions,2177,Main Door Handle,Handles,2024-10-08,3.0,Could be better
30385,Kumar Home Store,1385,Ultra Modern Handle,Kadi,2024-10-08,4.0,Premium finish and look
33449,Gupta Enterprises,4449,Brass Khutti,Accessories,2024-10-08,4.0,Premium finish and look
34500,Patel Distributors,5500,Brass Khutti,Accessories,2024-10-08,3.0,Decent product
33417,Sharma Home Store,4417,Main Door Handle,Kadi,2024-10-08,4.0,Very satisfied with the durability
34233,Pillai Hardware,5233,Brass Khutti,Kadi,2024-10-08,5.0,Very satisfied with the durability
32624,Sharma Build Mart,3624,Tower Bolt Premium,Others,2024-10-08,3.0,Could be better
31043,Rao Supplies,2043,Gold Plated Handle,Knob,2024-10-08,3.0,Standard quality
31797,Kumar Home Store,2797,Ultra Modern Handle,Others,2024-10-08,5.0,Perfect for our needs
32139,Thakur Supplies,3139,Brass Khutti,Handles,2024-10-08,3.0,Average quality
32528,Nair Stores,3528,Key Stand,Knob,2024-10-08,1.0,Too expensive; Need better stock management
34483,Pillai Traders,5483,Economy Kadi,Kadi,2024-10-08,2.0,Difficult to install
34811,Thakur Supplies,5811,KH-1239,Handles,2024-10-08,1.0,Too expensive; Stock delays frequent
32170,Thakur Hardware,3170,Antique Handle,Handles,2024-10-08,4.0,Best in market
31548,Gupta Furnishings,2548,Traditional Handle,Handles,2024-10-08,4.0,Great value for money
31276,Joshi Traders,2276,Stainless Steel Knob,Handles,2024-10-08,2.0,Difficult to install; Limited stock available
